timestamp,air_temp_C,rh_percent,par_umol_m2_s,vpd_kPa
2025-09-03 12:00:00,23.809151726535937,65.08264409867652,124.86317822875749,1.03
2025-09-03 13:00:00,22.754436520552446,70.02875898887339,0.0,0.83
2025-09-03 14:00:00,23.26471338716047,67.97598570954271,0.0,0.914
2025-09-03 15:00:00,24.404173854102275,64.07895784392045,0.0,1.098
2025-09-03 16:00:00,24.535572917590518,65.19891721849535,0.0,1.072
2025-09-03 17:00:00,25.02932256394258,67.40617509995745,0.0,1.034
2025-09-03 18:00:00,24.696373679101825,67.33690641923704,0.0,1.016
2025-09-03 19:00:00,24.8853874536086,62.31906636439174,0.0,1.186
2025-09-03 20:00:00,24.08052522681709,60.711486929029654,0.0,1.178
2025-09-03 21:00:00,25.748870831750665,59.23370936881745,0.0,1.35
2025-09-03 22:00:00,25.42820078085733,64.20179814812298,0.0,1.163
2025-09-03 23:00:00,23.909735352081878,58.64980197244576,80.05759429667103,1.227
2025-09-04 00:00:00,25.84941556493558,58.23108216607232,290.10566481458096,1.392
2025-09-04 01:00:00,25.261126872945866,50.209001784472854,493.93985027787335,1.602
2025-09-04 02:00:00,24.31794152663471,54.83795805761893,677.5032964224226,1.374
2025-09-04 03:00:00,24.781037263599636,50.73428833516385,828.1370638028743,1.54
2025-09-04 04:00:00,23.58372972984733,53.65921139997484,935.4531161312482,1.349
2025-09-04 05:00:00,24.007960158126323,53.4676034322924,992.0507021334038,1.389
2025-09-04 06:00:00,23.670596765174405,50.97750614468694,994.0267276530536,1.434
2025-09-04 07:00:00,24.088076679336613,51.29010854014874,941.2449216192348,1.461
2025-09-04 08:00:00,23.508530027270098,53.435369215855985,837.3452335994265,1.349
2025-09-04 09:00:00,22.68258971256362,48.107209659302335,689.4928148623576,1.43
2025-09-04 10:00:00,22.85328688323177,51.283234938732676,507.8838937691372,1.357
2025-09-04 11:00:00,22.811124296179532,45.241169703361706,305.04262141380286,1.521
2025-09-04 12:00:00,21.92061821253859,47.83883751025214,94.95737858619853,1.372
2025-09-04 13:00:00,20.881400826389868,50.13800757236454,0.0,1.231
2025-09-04 14:00:00,21.942079726288995,50.06765987096977,0.0,1.316
2025-09-04 15:00:00,21.65637809224392,47.36182580868388,0.0,1.363
2025-09-04 16:00:00,20.772595484811305,57.59636687180681,0.0,1.04
2025-09-04 17:00:00,19.832404495248113,54.467402764637875,0.0,1.054
2025-09-04 18:00:00,19.41019860403713,52.07338889572555,0.0,1.08
2025-09-04 19:00:00,19.589082740331094,48.150716155294596,0.0,1.182
2025-09-04 20:00:00,20.209672433929132,56.860773482923776,0.0,1.022
2025-09-04 21:00:00,18.5975743897518,55.019146623340575,0.0,0.964
2025-09-04 22:00:00,18.8070215541826,55.50841619357707,0.0,0.966
2025-09-04 23:00:00,19.874474073075724,53.949718223639614,109.89433518541769,1.068
2025-09-05 00:00:00,19.202220776011345,55.05295239275718,319.9424057033248,1.0
2025-09-05 01:00:00,20.18968361434869,59.59133068363979,521.7189838156412,0.956
2025-09-05 02:00:00,18.93963183111168,57.74453158359136,701.3091123919319,0.925
2025-09-05 03:00:00,18.498953001350852,58.28792452653057,846.3278607154274,0.888
2025-09-05 04:00:00,19.309530947578587,58.48377792813297,946.7744165763607,0.93
2025-09-05 05:00:00,19.93845525096452,61.81522999930685,995.72176430334,0.889
2025-09-05 06:00:00,18.596148333872982,59.400717335363204,989.794387017045,0.87
2025-09-05 07:00:00,19.784580302083707,60.89264940202999,929.4010497069818,0.902
2025-09-05 08:00:00,19.340617892226117,67.88169581047686,818.7066098977233,0.721
2025-09-05 09:00:00,19.499357301481883,69.55246685788546,665.3447999031607,0.69
2025-09-05 10:00:00,20.89979489345723,66.0687217649378,479.89178783698,0.839
2025-09-05 11:00:00,21.20681287504564,63.684807814855546,275.1368217712439,0.915
2025-09-05 12:00:00,21.078586181676485,70.16389783016062,65.20025502794431,0.746
2025-09-05 13:00:00,20.224723225126333,76.61656083228351,0.0,0.554
2025-09-05 14:00:00,20.891413513490388,68.34371326334265,0.0,0.782
2025-09-05 15:00:00,23.225107207851803,71.13642414835093,0.0,0.822
2025-09-05 16:00:00,22.10120499163998,70.61484829761567,0.0,0.782
2025-09-05 17:00:00,22.748223415706335,72.14293602014645,0.0,0.771
2025-09-05 18:00:00,22.63523356203247,73.88808431904246,0.0,0.718
2025-09-05 19:00:00,22.538780289443377,73.39606512687023,0.0,0.727
2025-09-05 20:00:00,23.635790677128963,66.69551261537777,0.0,0.972
2025-09-05 21:00:00,24.30719046008123,68.02893416989068,0.0,0.972
2025-09-05 22:00:00,23.92619148934322,66.89160853786481,0.0,0.984
2025-09-05 23:00:00,24.190416284958072,63.661684805128886,139.85861056671084,1.097
2025-09-06 00:00:00,24.667733212655605,66.58714050959598,349.60938152926445,1.038
2025-09-06 01:00:00,24.641332622917815,66.77154258001852,549.0427601077953,1.03
2025-09-06 02:00:00,24.86973477950197,63.81303526045966,724.405381371351,1.137
2025-09-06 03:00:00,25.747126808577065,64.35677234322678,863.603852816247,1.18
2025-09-06 04:00:00,25.23607901965909,58.72864936186222,957.0387413422787,1.326
2025-09-06 05:00:00,25.29625952859433,59.76401084422748,998.2665712968713,1.297
2025-09-06 06:00:00,25.210054213959477,57.561741081407064,984.4441807443561,1.361
2025-09-06 07:00:00,24.84000643317607,55.84387089319134,916.5247921735737,1.385
2025-09-06 08:00:00,24.399256841503632,59.50846079355158,799.1922761760927,1.237
2025-09-06 09:00:00,24.114376582401746,55.341192421840525,640.5381414165204,1.342
2025-09-06 10:00:00,24.670072421192913,56.56515363893509,451.50352637782044,1.349
2025-09-06 11:00:00,24.207509739247804,49.9035544141466,245.12467435958425,1.514
2025-09-06 12:00:00,24.11316426865742,54.99200559625737,35.633925434821606,1.352
2025-09-06 13:00:00,24.138583557094258,51.5665017607551,0.0,1.457
2025-09-06 14:00:00,23.73391829655333,48.917843543473914,0.0,1.5
2025-09-06 15:00:00,23.2981694638501,49.56840748659556,0.0,1.443
2025-09-06 16:00:00,23.055089286351,52.11269089527363,0.0,1.35
2025-09-06 17:00:00,22.086477212447598,59.599464886717364,0.0,1.074
2025-09-06 18:00:00,22.163518154181997,48.79974765118042,0.0,1.367
2025-09-06 19:00:00,22.334667197518698,50.70173636793663,0.0,1.33
2025-09-06 20:00:00,21.81356052629967,46.030919209386695,0.0,1.411
2025-09-06 21:00:00,21.396601869729132,45.28583988897136,0.0,1.394
2025-09-06 22:00:00,20.855371028004047,51.13143813485171,0.0,1.205
2025-09-06 23:00:00,20.617526296555614,55.92937817371607,169.9080093594856,1.071
2025-09-07 00:00:00,20.616325612325618,49.08747792154102,379.06460200560196,1.237
2025-09-07 01:00:00,20.308165843961017,53.90323651199254,575.8725054044514,1.099
2025-09-07 02:00:00,20.62993493971192,54.83856204654209,746.759413174662,1.098
2025-09-07 03:00:00,19.29749530406314,57.92207974200195,879.9405878703859,0.942
2025-09-07 04:00:00,19.76507565850169,56.071244034167485,966.231562425091,1.012
2025-09-07 05:00:00,19.933352420780874,52.63636187071191,999.6815212242692,1.103
2025-09-07 06:00:00,17.931870415769502,55.87859005544746,977.9836814536824,0.907
2025-09-07 07:00:00,19.668860466136604,56.019652970984275,902.6343739216691,1.007
2025-09-07 08:00:00,18.59436477075154,54.4837024398778,778.8298527917441,0.975
2025-09-07 09:00:00,19.09379488145921,55.32594653985442,615.1079504535394,0.987
2025-09-07 10:00:00,19.656121318457043,58.751680444527324,422.759289801259,0.944
2025-09-07 11:00:00,18.806220860003677,67.41278408339633,215.04865801740584,0.707
2025-09-07 12:00:00,19.235012525700647,61.07745555304638,6.300237640134895,0.868
2025-09-07 13:00:00,19.151717490322923,64.40654147630883,0.0,0.79
2025-09-07 14:00:00,20.087432497508267,63.06156035992785,0.0,0.868
2025-09-07 15:00:00,19.656536115730916,65.40319136748839,0.0,0.792
2025-09-07 16:00:00,20.27873731463868,66.53343007669048,0.0,0.796
2025-09-07 17:00:00,20.000477438974713,64.58477810124076,0.0,0.828
2025-09-07 18:00:00,20.71322279353493,68.5781425530097,0.0,0.768
2025-09-07 19:00:00,21.349430734153135,69.0209380162931,0.0,0.787
2025-09-07 20:00:00,20.99985513891878,70.7009845499258,0.0,0.729
2025-09-07 21:00:00,21.953158239612495,70.76333067030197,0.0,0.771
2025-09-07 22:00:00,21.83821848617787,74.76794022673789,0.0,0.661
2025-09-07 23:00:00,21.56940921039702,66.83784922077378,199.99999999999864,0.854
